,PassengerId,Survived,Pclass,Age,SibSp,Parch,Fare,MaleCheck,Sozinho,Familiares,Embarked
372,373,0,3,-0.6923076923076923,0,0,-0.277362968609244,1,1,0,0
373,374,0,1,-0.46153846153846156,0,0,5.248211315917122,1,1,0,1
374,375,0,3,-1.9230769230769231,3,1,0.2867438153974083,0,0,4,0
375,376,1,1,0.0,1,0,2.9327749289723513,0,0,1,1
376,377,1,3,-0.46153846153846156,0,0,-0.3120106021758714,0,1,0,0
377,378,0,1,-0.07692307692307693,0,2,8.533963342803686,1,0,2,1
378,379,0,3,-0.6153846153846154,0,0,-0.4522252442658167,1,1,0,1
379,380,0,3,-0.6923076923076923,0,0,-0.2892730926477721,1,1,0,0
380,381,1,1,1.0769230769230769,0,0,9.227998752685192,0,1,0,1
381,382,1,3,-2.076923076923077,0,2,0.055761035271290955,0,0,2,1
382,383,0,3,0.3076923076923077,0,0,-0.2827766613540295,1,1,0,0
383,384,1,1,0.5384615384615384,1,0,1.6260914004573488,0,0,1,0
384,385,0,3,0.0,0,0,-0.2840412999792114,1,1,0,0
385,386,0,2,-0.7692307692307693,0,0,2.55724655256046,1,1,0,0
386,387,0,3,-2.076923076923077,5,2,1.405212736470099,1,0,7,0
387,388,1,2,0.6153846153846154,0,0,-0.06298073591573695,0,1,0,0
388,389,0,3,0.0,0,0,-0.29125666966946157,1,1,0,2
389,390,1,2,-0.8461538461538461,0,0,-0.1062902778740212,0,1,0,1
390,391,1,1,0.6153846153846154,1,2,4.571140253620677,1,0,3,0
391,392,1,3,-0.5384615384615384,0,0,-0.28837225417503987,1,1,0,0
392,393,0,3,0.0,2,0,-0.2827766613540295,1,0,2,0
393,394,1,1,-0.38461538461538464,1,0,4.279883583951216,0,0,1,1
394,395,1,3,-0.3076923076923077,0,2,0.09726456932991473,0,0,2,0
395,396,0,3,-0.46153846153846156,0,0,-0.28837225417503987,1,1,0,0
396,397,0,3,0.23076923076923078,0,0,-0.2858429769246761,0,1,0,0
397,398,0,2,1.3846153846153846,0,0,0.5000433095419583,1,1,0,0
398,399,0,2,-0.38461538461538464,0,0,-0.1712545908114476,1,1,0,0
399,400,1,2,0.0,0,0,-0.07813907560113643,0,1,0,0
400,401,1,3,0.8461538461538461,0,0,-0.2827766613540295,1,1,0,0
401,402,0,3,-0.15384615384615385,0,0,-0.277362968609244,1,1,0,0
402,403,0,3,-0.5384615384615384,1,0,-0.20048853163328947,0,0,1,0
403,404,0,3,0.0,1,0,0.06045145866537313,1,0,1,0
404,405,0,3,-0.6153846153846154,0,0,-0.2508358741597949,0,1,0,0
405,406,0,2,0.46153846153846156,1,0,0.283495599750537,1,0,1,0
406,407,0,3,1.7692307692307692,0,0,-0.29035583119672925,1,1,0,0
407,408,1,2,-1.9230769230769231,1,1,0.18604913034439746,1,0,2,0
408,409,0,3,-0.5384615384615384,0,0,-0.2892730926477721,1,1,0,0
409,410,0,3,0.0,3,1,0.4769463308156052,0,0,4,0
410,411,0,3,0.0,0,0,-0.2840412999792114,1,1,0,0
411,412,0,3,0.0,0,0,-0.32897494976093133,1,1,0,2
412,413,1,1,0.38461538461538464,1,0,3.27185399487215,0,0,1,2
413,414,0,2,0.0,0,0,-0.6260047813734322,1,1,0,0
414,415,1,3,1.2307692307692308,0,0,-0.2827766613540295,1,1,0,0
415,416,0,3,0.0,0,0,-0.277362968609244,0,1,0,0
416,417,1,2,0.46153846153846156,1,1,0.7815553322708059,0,0,2,0
417,418,1,2,-0.7692307692307693,0,2,-0.06298073591573695,0,0,2,0
418,419,0,2,0.15384615384615385,0,0,-0.06298073591573695,1,1,0,0
419,420,0,3,-1.3846153846153846,0,2,0.41992065691913233,0,0,2,0
420,421,0,3,0.0,0,0,-0.2840412999792114,1,1,0,1
421,422,0,3,-0.5384615384615384,0,0,-0.29107910054743263,1,1,0,2
422,423,0,3,0.07692307692307693,0,0,-0.2849421384519437,1,1,0,0
423,424,0,3,0.0,1,1,-0.002347377174138998,0,0,2,0
424,425,0,3,-0.7692307692307693,1,1,0.24938933545838812,1,0,2,0
425,426,0,3,0.0,0,0,-0.3120106021758714,1,1,0,0
426,427,1,2,0.0,1,0,0.5000433095419583,0,0,1,0
427,428,1,2,-0.6923076923076923,0,0,0.5000433095419583,0,1,0,0
428,429,0,3,0.0,0,0,-0.29035583119672925,1,1,0,2
429,430,1,3,0.3076923076923077,0,0,-0.277362968609244,1,1,0,0
430,431,1,1,0.0,0,0,0.5238635576190146,1,1,0,0
431,432,1,3,0.0,1,0,0.07127884415494427,0,0,1,0
432,433,1,2,1.0769230769230769,1,0,0.5000433095419583,0,0,1,0
433,434,0,3,-0.8461538461538461,0,0,-0.31742429492065694,1,1,0,0
434,435,0,1,1.6923076923076923,1,0,1.7949986140946572,1,0,1,0
435,436,1,1,-1.0769230769230769,1,2,4.571140253620677,0,0,3,0
436,437,0,3,-0.5384615384615384,2,2,0.8627607234425888,0,0,4,0
437,438,1,2,-0.3076923076923077,2,3,0.18604913034439746,0,0,5,0
438,439,0,1,2.769230769230769,1,4,10.764404753655324,1,0,5,0
439,440,0,2,0.23076923076923078,0,0,-0.1712545908114476,1,1,0,0
440,441,1,2,1.3076923076923077,1,1,0.5108706950315294,0,0,2,0
441,442,0,3,-0.6153846153846154,0,0,-0.21456413276973182,1,1,0,0
442,443,0,3,-0.23076923076923078,1,0,-0.2892730926477721,1,0,1,0
443,444,1,2,0.0,0,0,-0.06298073591573695,0,1,0,0
444,445,1,3,0.0,0,0,-0.2746561222368512,1,1,0,0
445,446,1,1,-1.8461538461538463,0,2,2.919240697110387,1,0,2,0
446,447,1,2,-1.1538461538461537,0,1,0.21853128681311065,0,0,1,0
447,448,1,1,0.46153846153846156,0,0,0.5238635576190146,1,1,0,0
448,449,1,3,-1.7692307692307692,2,1,0.20806337052179327,0,0,3,1
449,450,1,1,1.8461538461538463,0,0,0.6949362483542374,1,1,0,0
450,451,0,2,0.6153846153846154,1,2,0.5758350079689557,1,0,3,0
451,452,0,3,0.0,1,0,0.2387438500450419,1,0,1,0
452,453,0,1,0.15384615384615385,0,0,0.5758350079689557,1,1,0,1
453,454,1,1,1.6153846153846154,1,0,3.2330573071859194,1,0,1,1
454,455,0,3,0.0,0,0,-0.277362968609244,1,1,0,0
455,456,1,3,0.07692307692307693,0,0,-0.2840412999792114,1,1,0,1
456,457,0,1,2.8461538461538463,0,0,0.5238635576190146,1,1,0,0
457,458,1,1,0.0,1,0,1.6201363384380845,0,0,1,0
458,459,1,2,1.6923076923076923,0,0,-0.1712545908114476,0,1,0,0
459,460,0,3,0.0,0,0,-0.29035583119672925,1,1,0,2
460,461,1,1,1.5384615384615385,0,0,0.5238635576190146,1,1,0,0
461,462,0,3,0.46153846153846156,0,0,-0.277362968609244,1,1,0,0
462,463,0,1,1.4615384615384615,0,0,1.0414125840205113,1,1,0,0
463,464,0,2,1.5384615384615385,0,0,-0.06298073591573695,1,1,0,0
464,465,0,3,0.0,0,0,-0.277362968609244,1,1,0,0
465,466,0,3,0.7692307692307693,0,0,-0.32067251056752827,1,1,0,0
466,467,0,2,0.0,0,0,-0.6260047813734322,1,1,0,0
467,468,0,1,2.1538461538461537,0,0,0.5238635576190146,1,1,0,0
468,469,0,3,0.0,0,0,-0.2914385697456864,1,1,0,2
469,470,1,3,-2.0961538461538463,2,1,0.20806337052179327,0,0,3,1
470,471,0,3,0.0,0,0,-0.3120106021758714,1,1,0,0
471,472,0,3,0.7692307692307693,0,0,-0.2508358741597949,1,1,0,0
472,473,1,2,0.38461538461538464,1,2,0.5758350079689557,0,0,3,0
473,474,1,2,-0.38461538461538464,0,0,-0.028692571547363297,0,1,0,1
474,475,0,3,-0.46153846153846156,0,0,-0.19994716235881088,0,1,0,0
475,476,0,1,0.0,0,0,1.6260914004573488,1,1,0,0
476,477,0,2,0.46153846153846156,1,0,0.283495599750537,1,0,1,0
477,478,0,3,0.07692307692307693,1,0,-0.32085441064375303,1,0,1,0
478,479,0,3,-0.46153846153846156,0,0,-0.300282378213568,1,1,0,0
479,480,1,3,-2.0,0,1,-0.09383878456101451,0,0,1,0
480,481,0,3,-1.4615384615384615,5,2,1.405212736470099,1,0,7,0
481,482,0,2,0.0,0,0,-0.6260047813734322,1,1,0,0
482,483,0,3,1.6923076923076923,0,0,-0.277362968609244,1,1,0,0
483,484,1,3,2.6923076923076925,0,0,-0.21077454784838193,0,1,0,0
484,485,1,1,-0.23076923076923078,1,0,3.3185936525535307,1,0,1,1
485,486,0,3,0.0,3,1,0.4769463308156052,0,0,4,0
486,487,1,1,0.5384615384615384,1,0,3.27185399487215,0,0,1,0
487,488,0,1,2.3076923076923075,0,0,0.6602886147876099,1,1,0,1
488,489,0,3,0.15384615384615385,0,0,-0.277362968609244,1,1,0,0
489,490,1,3,-1.4615384615384615,1,1,0.06261693576328738,1,0,2,0
490,491,0,3,0.0,1,0,0.2387438500450419,1,0,1,0
491,492,0,3,-0.5384615384615384,0,0,-0.3120106021758714,1,1,0,0
492,493,0,1,2.076923076923077,0,0,0.6949362483542374,1,1,0,0
493,494,0,1,3.3076923076923075,0,0,1.5179994456378627,1,1,0,1
494,495,0,3,-0.5384615384615384,0,0,-0.277362968609244,1,1,0,0
495,496,0,3,0.0,0,0,0.00017756912202893625,1,1,0,1
496,497,1,1,2.0,1,0,2.7636901462130137,0,0,1,1
497,498,0,3,0.0,0,0,0.027969302196659943,1,1,0,0
498,499,0,1,-0.23076923076923078,1,2,5.937556302404546,0,0,3,0
499,500,0,3,-0.3076923076923077,0,0,-0.28837225417503987,1,1,0,0
500,501,0,3,-0.8461538461538461,0,0,-0.2508358741597949,1,1,0,0
501,502,0,3,-0.5384615384615384,0,0,-0.29035583119672925,0,1,0,2
502,503,0,3,0.0,0,0,-0.29558762386529,0,1,0,2
503,504,0,3,0.6923076923076923,0,0,-0.21077454784838193,0,1,0,0
504,505,1,1,-0.9230769230769231,0,0,3.120270598018155,0,1,0,0
505,506,0,1,-0.7692307692307693,1,0,4.090404337883722,1,0,1,1
506,507,1,2,0.38461538461538464,0,2,0.5000433095419583,0,0,2,0
507,508,1,1,0.0,0,0,0.5238635576190146,1,1,0,0
508,509,0,3,0.0,0,0,0.34954265123692047,1,1,0,0
509,510,1,3,-0.15384615384615385,0,0,1.8208024391934032,1,1,0,0
510,511,1,3,0.07692307692307693,0,0,-0.29035583119672925,1,1,0,2
511,512,0,3,0.0,0,0,-0.277362968609244,1,1,0,0
512,513,1,1,0.6153846153846154,0,0,0.5124948028549651,1,1,0,0
513,514,1,1,2.0,1,0,1.946582010948652,0,0,1,1
514,515,0,3,-0.3076923076923077,0,0,-0.30136511676252514,1,1,0,0
515,516,0,1,1.4615384615384615,0,0,0.8474204836809646,1,1,0,0
516,517,1,2,0.46153846153846156,0,0,-0.1712545908114476,0,1,0,0
517,518,0,3,0.0,0,0,0.41992065691913233,1,1,0,2
518,519,1,2,0.6153846153846154,1,0,0.5000433095419583,0,0,1,0
519,520,0,3,0.3076923076923077,0,0,-0.2840412999792114,1,1,0,0
520,521,1,1,0.15384615384615385,0,0,3.423437391726145,0,1,0,0
521,522,0,3,-0.46153846153846156,0,0,-0.2840412999792114,1,1,0,0
522,523,0,3,0.0,0,0,-0.31309334072482853,1,1,0,1
523,524,1,1,1.2307692307692308,0,1,1.8850478137343218,0,0,1,1
524,525,0,3,0.0,0,0,-0.3129114406486037,1,1,0,1
525,526,0,3,0.9615384615384616,0,0,-0.29035583119672925,1,1,0,2
526,527,1,2,1.6923076923076923,0,0,-0.1712545908114476,0,1,0,0
527,528,0,1,0.0,0,0,8.97915078650128,1,1,0,0
528,529,0,3,0.8461538461538461,0,0,-0.2827766613540295,1,1,0,0
529,530,0,2,-0.38461538461538464,2,1,-0.12794504885316332,1,0,3,0
530,531,1,2,-2.0,1,1,0.5000433095419583,0,0,2,0
531,532,0,3,0.0,0,0,-0.3129114406486037,1,1,0,1
532,533,0,3,-0.8461538461538461,1,1,-0.3129114406486037,1,0,2,1
533,534,1,3,0.0,0,2,0.34232295059247453,0,0,2,1
534,535,0,3,0.15384615384615385,0,0,-0.2508358741597949,0,1,0,0
535,536,1,2,-1.6153846153846154,0,2,0.5108706950315294,0,0,2,0
536,537,0,1,1.3076923076923077,0,0,0.5238635576190146,1,1,0,0
537,538,1,1,0.15384615384615385,0,0,3.983213221536969,0,1,0,1
538,539,0,3,0.0,0,0,0.001983577021689412,1,1,0,0
539,540,1,1,-0.46153846153846156,0,2,1.517817545561638,0,0,2,1
540,541,1,1,0.6153846153846154,0,2,2.4489726976647495,0,0,2,0
541,542,0,3,-1.4615384615384615,4,2,0.7285011433719076,0,0,6,0
542,543,0,3,-1.3076923076923077,4,2,0.7285011433719076,0,0,6,0
543,544,1,2,0.3076923076923077,1,0,0.5000433095419583,1,0,1,0
544,545,0,1,1.6923076923076923,1,0,3.983213221536969,1,0,1,1
545,546,0,1,2.769230769230769,0,0,0.5000433095419583,1,1,0,0
546,547,1,2,-0.6923076923076923,1,0,0.5000433095419583,0,0,1,0
547,548,1,2,0.0,0,0,-0.025626255976716767,1,1,0,1
548,549,0,3,0.38461538461538464,1,1,0.26292356732035194,1,0,2,0
549,550,1,2,-1.5384615384615385,1,1,0.9656208855935139,1,0,2,0
550,551,1,1,-0.8461538461538461,0,2,4.1763001524495875,1,0,2,1
551,552,0,2,-0.07692307692307693,0,0,0.5000433095419583,1,1,0,0
552,553,0,3,0.0,0,0,-0.28692571547363316,1,1,0,2
553,554,1,3,-0.46153846153846156,0,0,-0.31309334072482853,1,1,0,1
554,555,1,3,-0.46153846153846156,0,0,-0.2892730926477721,0,1,0,0
555,556,0,1,2.6153846153846154,0,0,0.5238635576190146,1,1,0,0
556,557,1,1,1.5384615384615385,1,0,1.089053080174624,0,0,1,1
557,558,0,1,0.0,0,0,9.227998752685192,1,1,0,1
558,559,1,1,0.8461538461538461,1,1,2.8236002356039083,0,0,2,0
559,560,1,3,0.6153846153846154,1,0,0.12758124870071366,0,0,1,0
560,561,0,3,0.0,0,0,-0.29035583119672925,1,1,0,2
561,562,0,3,0.9230769230769231,0,0,-0.2840412999792114,1,1,0,0
562,563,0,2,0.0,0,0,-0.041325964936594836,1,1,0,0
563,564,0,3,0.0,0,0,-0.277362968609244,1,1,0,0
564,565,0,3,0.0,0,0,-0.277362968609244,0,1,0,0
565,566,0,3,-0.3076923076923077,2,0,0.41992065691913233,1,0,2,0
566,567,0,3,-0.6923076923076923,0,0,-0.2840412999792114,1,1,0,0
567,568,0,3,0.07692307692307693,0,4,0.2867438153974083,0,0,4,0
568,569,0,3,0.0,0,0,-0.3129114406486037,1,1,0,1
569,570,1,3,0.3076923076923077,0,0,-0.2858429769246761,1,1,0,0
570,571,1,2,2.6153846153846154,0,0,-0.1712545908114476,1,1,0,0
571,572,1,1,1.9230769230769231,2,0,1.6035357910054742,0,0,2,0
572,573,1,1,0.6153846153846154,0,0,0.5168257570507934,1,1,0,0
573,574,1,3,0.0,0,0,-0.29035583119672925,0,1,0,2
574,575,0,3,-0.9230769230769231,0,0,-0.277362968609244,1,1,0,0
575,576,0,3,-0.6923076923076923,0,0,0.001983577021689412,1,1,0,0
576,577,1,2,0.46153846153846156,0,0,-0.06298073591573695,0,1,0,0
577,578,1,1,0.8461538461538461,1,0,1.7949986140946572,0,0,1,0
578,579,0,3,0.0,1,0,0.00017756912202893625,0,0,1,1
579,580,1,3,0.3076923076923077,0,0,-0.2827766613540295,1,1,0,0
580,581,1,2,-0.23076923076923078,1,1,0.6732814773750952,0,0,2,0
581,582,1,1,0.8461538461538461,1,1,4.1763001524495875,0,0,2,1
582,583,0,2,2.0,0,0,0.5000433095419583,1,1,0,0
583,584,0,1,0.6153846153846154,0,0,1.1117905897027232,1,1,0,1
584,585,0,3,0.0,0,0,-0.24867039706188065,1,1,0,1
585,586,1,1,-0.7692307692307693,0,2,2.8236002356039083,0,0,2,0
586,587,0,2,1.4615384615384615,0,0,0.023638348000831536,1,1,0,0
587,588,1,1,2.4615384615384617,1,1,2.8041109417226804,1,0,2,1
588,589,0,3,-0.46153846153846156,0,0,-0.277362968609244,1,1,0,0
589,590,0,3,0.0,0,0,-0.277362968609244,1,1,0,0
590,591,0,3,0.5384615384615384,0,0,-0.31742429492065694,1,1,0,0
591,592,1,1,1.8461538461538463,1,0,2.7636901462130137,0,0,1,1
592,593,0,3,1.4615384615384615,0,0,-0.3120106021758714,1,1,0,0
593,594,0,3,0.0,0,2,-0.29035583119672925,0,0,2,2
594,595,0,2,0.6923076923076923,1,0,0.5000433095419583,1,0,1,0
595,596,0,3,0.6153846153846154,1,1,0.41992065691913233,1,0,2,0
596,597,1,2,0.0,0,0,0.803210103249948,0,1,0,0
597,598,0,3,1.6153846153846154,0,0,-0.6260047813734322,1,1,0,0
598,599,0,3,0.0,0,0,-0.31309334072482853,1,1,0,1
599,600,1,1,1.6153846153846154,1,0,1.8395727946781235,1,0,1,1
600,601,1,2,-0.3076923076923077,2,1,0.5433528515002425,0,0,3,0
601,602,0,3,0.0,0,0,-0.2840412999792114,1,1,0,0
602,603,0,1,0.0,0,0,1.21031979765782,1,1,0,0
603,604,0,3,1.2307692307692308,0,0,-0.277362968609244,1,1,0,0
604,605,1,1,0.5384615384615384,0,0,0.5238635576190146,1,1,0,1
605,606,0,3,0.6153846153846154,1,0,0.0474585960778879,1,0,1,0
606,607,0,3,0.15384615384615385,0,0,-0.2840412999792114,1,1,0,0
607,608,1,1,-0.07692307692307693,0,0,0.6949362483542374,1,1,0,0
608,609,1,2,-0.46153846153846156,1,2,1.1747713256184602,0,0,3,1
609,610,1,1,0.9230769230769231,0,0,6.020385801399765,0,1,0,0
610,611,0,3,0.8461538461538461,1,5,0.7285011433719076,0,0,6,0
611,612,0,3,0.0,0,0,-0.32067251056752827,1,1,0,0
612,613,1,3,0.0,1,0,0.04529311897997366,0,0,1,2
613,614,0,3,0.0,0,0,-0.29035583119672925,1,1,0,2
614,615,0,3,0.5384615384615384,0,0,-0.277362968609244,1,1,0,0
615,616,1,2,-0.3076923076923077,1,2,2.1891154459150437,0,0,3,0
616,617,0,3,0.46153846153846156,1,1,-0.002347377174138998,1,0,2,0
617,618,0,3,-0.15384615384615385,1,0,0.07127884415494427,0,0,1,0
618,619,1,2,-1.8461538461538463,2,1,1.0630673549996534,0,0,3,0
619,620,0,2,-0.15384615384615385,0,0,-0.1712545908114476,1,1,0,0
620,621,0,3,-0.07692307692307693,1,0,0.0,1,0,1,1
621,622,1,1,1.0769230769230769,1,0,1.6500935486106298,1,0,1,0
622,623,1,3,-0.6153846153846154,1,1,0.055761035271290955,1,0,2,1
623,624,0,3,-0.5384615384615384,0,0,-0.2858429769246761,1,1,0,0
624,625,0,3,-0.5384615384615384,0,0,0.07127884415494427,1,1,0,0
625,626,0,1,2.5384615384615383,0,0,0.7737942623518813,1,1,0,0
626,627,0,2,2.230769230769231,0,0,-0.09113193818862174,1,1,0,2
627,628,1,1,-0.5384615384615384,0,0,2.7503334834730784,0,1,0,0
628,629,0,3,-0.15384615384615385,0,0,-0.2840412999792114,1,1,0,0
629,630,0,3,0.0,0,0,-0.29107910054743263,1,1,0,2
630,631,1,1,4.0,0,0,0.6732814773750952,1,1,0,0
631,632,0,3,1.7692307692307692,0,0,-0.32049061049130345,1,1,0,0
632,633,1,1,0.3076923076923077,0,0,0.6949362483542374,1,1,0,1
633,634,0,1,0.0,0,0,-0.6260047813734322,1,1,0,0
634,635,0,3,-1.4615384615384615,3,2,0.5823314392626983,0,0,5,0
635,636,1,2,0.0,0,0,-0.06298073591573695,0,1,0,0
636,637,0,3,0.3076923076923077,0,0,-0.2827766613540295,1,1,0,0
637,638,0,2,0.23076923076923078,1,1,0.5108706950315294,1,0,2,0
638,639,0,3,1.0,0,5,1.092842665095974,0,0,5,0
639,640,0,3,0.0,1,0,0.07127884415494427,1,0,1,0
640,641,0,3,-0.6153846153846154,0,0,-0.2858429769246761,1,1,0,0
641,642,1,1,-0.3076923076923077,0,0,2.375346476335666,0,1,0,1
642,643,0,3,-2.0,3,2,0.5823314392626983,0,0,5,0
643,644,1,3,0.0,0,0,1.8208024391934032,1,1,0,0
644,645,1,3,-2.0961538461538463,2,1,0.20806337052179327,0,0,3,1
645,646,1,1,1.5384615384615385,1,0,2.6971017254521517,1,0,1,1
646,647,0,3,-0.6923076923076923,0,0,-0.2840412999792114,1,1,0,0
647,648,1,1,2.1538461538461537,0,0,0.9114839581456586,1,1,0,1
648,649,0,3,0.0,0,0,-0.2990177395883861,1,1,0,0
649,650,1,3,-0.38461538461538464,0,0,-0.2990177395883861,0,1,0,0
650,651,0,3,0.0,0,0,-0.2840412999792114,1,1,0,0
651,652,1,2,-0.7692307692307693,0,1,0.37011468366710554,0,0,1,0
652,653,0,3,-0.5384615384615384,0,0,-0.2607624211766337,1,1,0,0
653,654,1,3,0.0,0,0,-0.28692571547363316,0,1,0,2
654,655,0,3,-0.7692307692307693,0,0,-0.3336653731550135,0,1,0,2
655,656,0,2,-0.3076923076923077,2,0,2.55724655256046,1,0,2,0
656,657,0,3,0.0,0,0,-0.2840412999792114,1,1,0,0
657,658,0,3,0.3076923076923077,1,1,0.04529311897997366,0,0,2,2
658,659,0,2,-0.38461538461538464,0,0,-0.06298073591573695,1,1,0,0
659,660,0,1,2.3076923076923075,0,2,4.279883583951216,1,0,2,1
660,661,1,1,1.6923076923076923,2,0,5.162315501351258,1,0,2,0
661,662,0,3,0.9230769230769231,0,0,-0.31309334072482853,1,1,0,1
662,663,0,1,1.4615384615384615,0,0,0.48217812348416594,1,1,0,0
663,664,0,3,0.6153846153846154,0,0,-0.30136511676252514,1,1,0,0
664,665,1,3,-0.6153846153846154,1,0,-0.2827766613540295,1,0,1,0
665,666,0,2,0.3076923076923077,2,0,2.55724655256046,1,0,2,0
666,667,0,2,-0.23076923076923078,0,0,-0.06298073591573695,1,1,0,0
667,668,0,3,0.0,0,0,-0.2892730926477721,1,1,0,0
668,669,0,3,1.1538461538461537,0,0,-0.277362968609244,1,1,0,0
669,670,1,1,0.0,1,0,1.6260914004573488,0,0,1,0
670,671,1,2,0.9230769230769231,1,1,1.0630673549996534,0,0,2,0
671,672,0,1,0.23076923076923078,1,0,1.6260914004573488,1,0,1,0
672,673,0,2,3.230769230769231,0,0,-0.1712545908114476,1,1,0,0
673,674,1,2,0.23076923076923078,0,0,-0.06298073591573695,1,1,0,0
674,675,0,2,0.0,0,0,-0.6260047813734322,1,1,0,0
675,676,0,3,-0.7692307692307693,0,0,-0.2892730926477721,1,1,0,0
676,677,0,3,-0.2692307692307692,0,0,-0.277362968609244,1,1,0,0
677,678,1,3,-0.7692307692307693,0,0,-0.19976526228258612,0,1,0,0
678,679,0,3,1.1538461538461537,1,6,1.405212736470099,0,0,7,0
679,680,1,1,0.6153846153846154,0,1,21.56273820248077,1,0,1,1
680,681,0,3,0.0,0,0,-0.27357338368789413,0,1,0,2
681,682,1,1,-0.07692307692307693,0,0,2.6971017254521517,1,1,0,1
682,683,0,3,-0.6153846153846154,0,0,-0.22647425680826,1,1,0,0
683,684,0,3,-1.0769230769230769,5,2,1.405212736470099,1,0,7,0
684,685,0,2,2.4615384615384617,1,1,1.0630673549996534,1,0,2,0
685,686,0,2,-0.23076923076923078,1,2,1.1747713256184602,1,0,3,1
686,687,0,3,-1.0769230769230769,4,1,1.092842665095974,1,0,5,0
687,688,0,3,-0.6923076923076923,0,0,-0.18551209202411476,1,1,0,0
688,689,0,3,-0.7692307692307693,0,0,-0.28837225417503987,1,1,0,0
689,690,1,1,-1.0,0,1,8.526925542235466,0,0,1,0
690,691,1,1,0.23076923076923078,1,0,1.84263911024877,1,0,1,0
691,692,1,3,-1.8461538461538463,0,1,-0.04493364978171989,0,0,1,1
692,693,1,3,0.0,0,0,1.8208024391934032,1,1,0,0
693,694,0,3,-0.23076923076923078,0,0,-0.31309334072482853,1,1,0,1
694,695,0,1,2.4615384615384617,0,0,0.5238635576190146,1,1,0,0
695,696,0,2,1.8461538461538463,0,0,-0.041325964936594836,1,1,0,0
696,697,0,3,1.2307692307692308,0,0,-0.277362968609244,1,1,0,0
697,698,1,3,0.0,0,0,-0.29107910054743263,0,1,0,2
698,699,0,1,1.6153846153846154,1,1,4.1763001524495875,1,0,2,1
699,700,0,3,1.0769230769230769,0,0,-0.29468678539255766,1,1,0,0
700,701,1,1,-0.7692307692307693,1,0,9.227998752685192,0,0,1,1
701,702,1,1,0.5384615384615384,0,0,0.5124948028549651,1,1,0,0
702,703,0,3,-0.7692307692307693,0,1,0.0,0,0,1,1
703,704,0,3,-0.23076923076923078,0,0,-0.290715300394983,1,1,0,2
704,705,0,3,-0.15384615384615385,1,0,-0.2858429769246761,1,0,1,0
705,706,0,2,0.8461538461538461,0,0,0.5000433095419583,1,1,0,0
706,707,1,2,1.3076923076923077,0,0,-0.041325964936594836,0,1,0,0
707,708,1,1,1.0769230769230769,0,0,0.5124948028549651,1,1,0,0
708,709,1,1,-0.46153846153846156,0,0,5.937556302404546,0,1,0,0
709,710,1,3,0.0,1,1,0.03428383341417777,1,0,2,1
710,711,1,1,-0.3076923076923077,0,0,1.5179994456378627,0,1,0,1
711,712,0,1,0.0,0,0,0.5238635576190146,1,1,0,0
712,713,1,1,1.5384615384615385,1,0,1.6260914004573488,1,0,1,0
713,714,0,3,0.07692307692307693,0,0,-0.21528740212043518,1,1,0,0
714,715,0,2,1.8461538461538463,0,0,-0.06298073591573695,1,1,0,0
715,716,0,3,-0.6923076923076923,0,0,-0.29468678539255766,1,1,0,0
716,717,1,1,0.7692307692307693,0,0,9.227998752685192,0,1,0,1
717,718,1,2,-0.07692307692307693,0,0,-0.1712545908114476,0,1,0,0
718,719,0,3,0.0,0,0,0.04529311897997366,1,1,0,2
719,720,0,3,0.38461538461538464,0,0,-0.2892730926477721,1,1,0,0
720,721,1,2,-1.6923076923076923,0,1,0.803210103249948,0,0,1,0
721,722,0,3,-0.8461538461538461,1,0,-0.32049061049130345,1,0,1,0
722,723,0,2,0.46153846153846156,0,0,-0.06298073591573695,1,1,0,0
723,724,0,2,1.6923076923076923,0,0,-0.06298073591573695,1,1,0,0
724,725,1,1,-0.07692307692307693,1,0,1.6737318966114614,1,0,1,0
725,726,0,3,-0.6153846153846154,0,0,-0.2508358741597949,1,1,0,0
726,727,1,2,0.15384615384615385,3,0,0.283495599750537,0,0,3,0
727,728,1,3,0.0,0,0,-0.2908972004712078,0,1,0,2
728,729,0,2,-0.23076923076923078,1,0,0.5000433095419583,1,0,1,0
729,730,0,3,-0.23076923076923078,1,0,-0.2827766613540295,0,0,1,0
730,731,1,1,0.07692307692307693,0,0,8.526925542235466,0,1,0,0
731,732,0,3,-1.3076923076923077,0,0,0.18767323816783318,1,1,0,1
732,733,0,2,0.0,0,0,-0.6260047813734322,1,1,0,0
733,734,0,2,-0.38461538461538464,0,0,-0.06298073591573695,1,1,0,0
734,735,0,2,-0.38461538461538464,0,0,-0.06298073591573695,1,1,0,0
735,736,0,3,0.038461538461538464,0,0,0.07127884415494427,1,1,0,0
736,737,0,3,1.5384615384615385,1,3,0.8627607234425888,0,0,4,0
737,738,1,1,0.5384615384615384,0,0,21.56273820248077,1,1,0,1
738,739,0,3,0.0,0,0,-0.2840412999792114,1,1,0,0
739,740,0,3,0.0,0,0,-0.2840412999792114,1,1,0,0
740,741,1,1,0.0,0,0,0.6732814773750952,1,1,0,0
741,742,0,1,0.6153846153846154,1,0,2.7889526020372806,1,0,1,0
742,743,1,1,-0.5384615384615384,2,2,10.737336289931397,0,0,4,1
743,744,0,3,-0.3076923076923077,1,0,0.07127884415494427,1,0,1,0
744,745,1,3,0.23076923076923078,0,0,-0.2827766613540295,1,1,0,0
