,PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked
570,571,1,2,male,62.0,0,0,10.5,S
571,572,1,1,female,53.0,2,0,51.4792,S
572,573,1,1,male,36.0,0,0,26.3875,S
573,574,1,3,female,28.0,0,0,7.75,Q
574,575,0,3,male,16.0,0,0,8.05,S
575,576,0,3,male,19.0,0,0,14.5,S
576,577,1,2,female,34.0,0,0,13.0,S
577,578,1,1,female,39.0,1,0,55.9,S
578,579,0,3,female,28.0,1,0,14.4583,C
579,580,1,3,male,32.0,0,0,7.925,S
580,581,1,2,female,25.0,1,1,30.0,S
581,582,1,1,female,39.0,1,1,110.8833,C
582,583,0,2,male,54.0,0,0,26.0,S
583,584,0,1,male,36.0,0,0,40.125,C
584,585,0,3,male,28.0,0,0,8.7125,C
585,586,1,1,female,18.0,0,2,79.65,S
586,587,0,2,male,47.0,0,0,15.0,S
587,588,1,1,male,60.0,1,1,79.2,C
588,589,0,3,male,22.0,0,0,8.05,S
589,590,0,3,male,28.0,0,0,8.05,S
590,591,0,3,male,35.0,0,0,7.125,S
591,592,1,1,female,52.0,1,0,78.2667,C
592,593,0,3,male,47.0,0,0,7.25,S
593,594,0,3,female,28.0,0,2,7.75,Q
594,595,0,2,male,37.0,1,0,26.0,S
595,596,0,3,male,36.0,1,1,24.15,S
596,597,1,2,female,28.0,0,0,33.0,S
597,598,0,3,male,49.0,0,0,0.0,S
598,599,0,3,male,28.0,0,0,7.225,C
599,600,1,1,male,49.0,1,0,56.9292,C
600,601,1,2,female,24.0,2,1,27.0,S
601,602,0,3,male,28.0,0,0,7.8958,S
602,603,0,1,male,28.0,0,0,42.4,S
603,604,0,3,male,44.0,0,0,8.05,S
604,605,1,1,male,35.0,0,0,26.55,C
605,606,0,3,male,36.0,1,0,15.55,S
606,607,0,3,male,30.0,0,0,7.8958,S
607,608,1,1,male,27.0,0,0,30.5,S
608,609,1,2,female,22.0,1,2,41.5792,C
609,610,1,1,female,40.0,0,0,153.4625,S
610,611,0,3,female,39.0,1,5,31.275,S
611,612,0,3,male,28.0,0,0,7.05,S
612,613,1,3,female,28.0,1,0,15.5,Q
613,614,0,3,male,28.0,0,0,7.75,Q
614,615,0,3,male,35.0,0,0,8.05,S
615,616,1,2,female,24.0,1,2,65.0,S
616,617,0,3,male,34.0,1,1,14.4,S
617,618,0,3,female,26.0,1,0,16.1,S
618,619,1,2,female,4.0,2,1,39.0,S
619,620,0,2,male,26.0,0,0,10.5,S
620,621,0,3,male,27.0,1,0,14.4542,C
621,622,1,1,male,42.0,1,0,52.5542,S
622,623,1,3,male,20.0,1,1,15.7417,C
623,624,0,3,male,21.0,0,0,7.8542,S
624,625,0,3,male,21.0,0,0,16.1,S
625,626,0,1,male,61.0,0,0,32.3208,S
626,627,0,2,male,57.0,0,0,12.35,Q
627,628,1,1,female,21.0,0,0,77.9583,S
628,629,0,3,male,26.0,0,0,7.8958,S
629,630,0,3,male,28.0,0,0,7.7333,Q
630,631,1,1,male,80.0,0,0,30.0,S
631,632,0,3,male,51.0,0,0,7.0542,S
632,633,1,1,male,32.0,0,0,30.5,C
633,634,0,1,male,28.0,0,0,0.0,S
634,635,0,3,female,9.0,3,2,27.9,S
635,636,1,2,female,28.0,0,0,13.0,S
636,637,0,3,male,32.0,0,0,7.925,S
637,638,0,2,male,31.0,1,1,26.25,S
638,639,0,3,female,41.0,0,5,39.6875,S
639,640,0,3,male,28.0,1,0,16.1,S
640,641,0,3,male,20.0,0,0,7.8542,S
641,642,1,1,female,24.0,0,0,69.3,C
642,643,0,3,female,2.0,3,2,27.9,S
643,644,1,3,male,28.0,0,0,56.4958,S
644,645,1,3,female,0.75,2,1,19.2583,C
645,646,1,1,male,48.0,1,0,76.7292,C
646,647,0,3,male,19.0,0,0,7.8958,S
647,648,1,1,male,56.0,0,0,35.5,C
648,649,0,3,male,28.0,0,0,7.55,S
649,650,1,3,female,23.0,0,0,7.55,S
650,651,0,3,male,28.0,0,0,7.8958,S
651,652,1,2,female,18.0,0,1,23.0,S
652,653,0,3,male,21.0,0,0,8.4333,S
653,654,1,3,female,28.0,0,0,7.8292,Q
654,655,0,3,female,18.0,0,0,6.75,Q
655,656,0,2,male,24.0,2,0,73.5,S
656,657,0,3,male,28.0,0,0,7.8958,S
657,658,0,3,female,32.0,1,1,15.5,Q
658,659,0,2,male,23.0,0,0,13.0,S
659,660,0,1,male,58.0,0,2,113.275,C
660,661,1,1,male,50.0,2,0,133.65,S
661,662,0,3,male,40.0,0,0,7.225,C
662,663,0,1,male,47.0,0,0,25.5875,S
663,664,0,3,male,36.0,0,0,7.4958,S
664,665,1,3,male,20.0,1,0,7.925,S
665,666,0,2,male,32.0,2,0,73.5,S
666,667,0,2,male,25.0,0,0,13.0,S
667,668,0,3,male,28.0,0,0,7.775,S
668,669,0,3,male,43.0,0,0,8.05,S
669,670,1,1,female,28.0,1,0,52.0,S
670,671,1,2,female,40.0,1,1,39.0,S
671,672,0,1,male,31.0,1,0,52.0,S
672,673,0,2,male,70.0,0,0,10.5,S
673,674,1,2,male,31.0,0,0,13.0,S
674,675,0,2,male,28.0,0,0,0.0,S
675,676,0,3,male,18.0,0,0,7.775,S
676,677,0,3,male,24.5,0,0,8.05,S
677,678,1,3,female,18.0,0,0,9.8417,S
678,679,0,3,female,43.0,1,6,46.9,S
679,680,1,1,male,36.0,0,1,512.3292,C
680,681,0,3,female,28.0,0,0,8.1375,Q
681,682,1,1,male,27.0,0,0,76.7292,C
682,683,0,3,male,20.0,0,0,9.225,S
683,684,0,3,male,14.0,5,2,46.9,S
684,685,0,2,male,60.0,1,1,39.0,S
685,686,0,2,male,25.0,1,2,41.5792,C
686,687,0,3,male,14.0,4,1,39.6875,S
687,688,0,3,male,19.0,0,0,10.1708,S
688,689,0,3,male,18.0,0,0,7.7958,S
689,690,1,1,female,15.0,0,1,211.3375,S
690,691,1,1,male,31.0,1,0,57.0,S
691,692,1,3,female,4.0,0,1,13.4167,C
692,693,1,3,male,28.0,0,0,56.4958,S
693,694,0,3,male,25.0,0,0,7.225,C
694,695,0,1,male,60.0,0,0,26.55,S
695,696,0,2,male,52.0,0,0,13.5,S
696,697,0,3,male,44.0,0,0,8.05,S
697,698,1,3,female,28.0,0,0,7.7333,Q
698,699,0,1,male,49.0,1,1,110.8833,C
699,700,0,3,male,42.0,0,0,7.65,S
700,701,1,1,female,18.0,1,0,227.525,C
701,702,1,1,male,35.0,0,0,26.2875,S
702,703,0,3,female,18.0,0,1,14.4542,C
703,704,0,3,male,25.0,0,0,7.7417,Q
704,705,0,3,male,26.0,1,0,7.8542,S
705,706,0,2,male,39.0,0,0,26.0,S
706,707,1,2,female,45.0,0,0,13.5,S
707,708,1,1,male,42.0,0,0,26.2875,S
708,709,1,1,female,22.0,0,0,151.55,S
709,710,1,3,male,28.0,1,1,15.2458,C
710,711,1,1,female,24.0,0,0,49.5042,C
711,712,0,1,male,28.0,0,0,26.55,S
712,713,1,1,male,48.0,1,0,52.0,S
713,714,0,3,male,29.0,0,0,9.4833,S
714,715,0,2,male,52.0,0,0,13.0,S
715,716,0,3,male,19.0,0,0,7.65,S
716,717,1,1,female,38.0,0,0,227.525,C
717,718,1,2,female,27.0,0,0,10.5,S
718,719,0,3,male,28.0,0,0,15.5,Q
719,720,0,3,male,33.0,0,0,7.775,S
720,721,1,2,female,6.0,0,1,33.0,S
721,722,0,3,male,17.0,1,0,7.0542,S
722,723,0,2,male,34.0,0,0,13.0,S
723,724,0,2,male,50.0,0,0,13.0,S
724,725,1,1,male,27.0,1,0,53.1,S
725,726,0,3,male,20.0,0,0,8.6625,S
726,727,1,2,female,30.0,3,0,21.0,S
727,728,1,3,female,28.0,0,0,7.7375,Q
728,729,0,2,male,25.0,1,0,26.0,S
729,730,0,3,female,25.0,1,0,7.925,S
730,731,1,1,female,29.0,0,0,211.3375,S
731,732,0,3,male,11.0,0,0,18.7875,C
732,733,0,2,male,28.0,0,0,0.0,S
733,734,0,2,male,23.0,0,0,13.0,S
734,735,0,2,male,23.0,0,0,13.0,S
735,736,0,3,male,28.5,0,0,16.1,S
736,737,0,3,female,48.0,1,3,34.375,S
737,738,1,1,male,35.0,0,0,512.3292,C
738,739,0,3,male,28.0,0,0,7.8958,S
739,740,0,3,male,28.0,0,0,7.8958,S
740,741,1,1,male,28.0,0,0,30.0,S
741,742,0,1,male,36.0,1,0,78.85,S
742,743,1,1,female,21.0,2,2,262.375,C
743,744,0,3,male,24.0,1,0,16.1,S
744,745,1,3,male,31.0,0,0,7.925,S
745,746,0,1,male,70.0,1,1,71.0,S
746,747,0,3,male,16.0,1,1,20.25,S
747,748,1,2,female,30.0,0,0,13.0,S
748,749,0,1,male,19.0,1,0,53.1,S
749,750,0,3,male,31.0,0,0,7.75,Q
750,751,1,2,female,4.0,1,1,23.0,S
751,752,1,3,male,6.0,0,1,12.475,S
752,753,0,3,male,33.0,0,0,9.5,S
753,754,0,3,male,23.0,0,0,7.8958,S
754,755,1,2,female,48.0,1,2,65.0,S
755,756,1,2,male,0.67,1,1,14.5,S
756,757,0,3,male,28.0,0,0,7.7958,S
757,758,0,2,male,18.0,0,0,11.5,S
758,759,0,3,male,34.0,0,0,8.05,S
759,760,1,1,female,33.0,0,0,86.5,S
760,761,0,3,male,28.0,0,0,14.5,S
761,762,0,3,male,41.0,0,0,7.125,S
762,763,1,3,male,20.0,0,0,7.2292,C
763,764,1,1,female,36.0,1,2,120.0,S
764,765,0,3,male,16.0,0,0,7.775,S
765,766,1,1,female,51.0,1,0,77.9583,S
766,767,0,1,male,28.0,0,0,39.6,C
767,768,0,3,female,30.5,0,0,7.75,Q
768,769,0,3,male,28.0,1,0,24.15,Q
769,770,0,3,male,32.0,0,0,8.3625,S
770,771,0,3,male,24.0,0,0,9.5,S
771,772,0,3,male,48.0,0,0,7.8542,S
772,773,0,2,female,57.0,0,0,10.5,S
773,774,0,3,male,28.0,0,0,7.225,C
774,775,1,2,female,54.0,1,3,23.0,S
775,776,0,3,male,18.0,0,0,7.75,S
776,777,0,3,male,28.0,0,0,7.75,Q
777,778,1,3,female,5.0,0,0,12.475,S
778,779,0,3,male,28.0,0,0,7.7375,Q
779,780,1,1,female,43.0,0,1,211.3375,S
780,781,1,3,female,13.0,0,0,7.2292,C
781,782,1,1,female,17.0,1,0,57.0,S
782,783,0,1,male,29.0,0,0,30.0,S
783,784,0,3,male,28.0,1,2,23.45,S
784,785,0,3,male,25.0,0,0,7.05,S
785,786,0,3,male,25.0,0,0,7.25,S
786,787,1,3,female,18.0,0,0,7.4958,S
787,788,0,3,male,8.0,4,1,29.125,Q
788,789,1,3,male,1.0,1,2,20.575,S
789,790,0,1,male,46.0,0,0,79.2,C
790,791,0,3,male,28.0,0,0,7.75,Q
791,792,0,2,male,16.0,0,0,26.0,S
792,793,0,3,female,28.0,8,2,69.55,S
793,794,0,1,male,28.0,0,0,30.6958,C
794,795,0,3,male,25.0,0,0,7.8958,S
795,796,0,2,male,39.0,0,0,13.0,S
796,797,1,1,female,49.0,0,0,25.9292,S
797,798,1,3,female,31.0,0,0,8.6833,S
798,799,0,3,male,30.0,0,0,7.2292,C
799,800,0,3,female,30.0,1,1,24.15,S
800,801,0,2,male,34.0,0,0,13.0,S
801,802,1,2,female,31.0,1,1,26.25,S
802,803,1,1,male,11.0,1,2,120.0,S
803,804,1,3,male,0.42,0,1,8.5167,C
804,805,1,3,male,27.0,0,0,6.975,S
805,806,0,3,male,31.0,0,0,7.775,S
806,807,0,1,male,39.0,0,0,0.0,S
807,808,0,3,female,18.0,0,0,7.775,S
808,809,0,2,male,39.0,0,0,13.0,S
809,810,1,1,female,33.0,1,0,53.1,S
810,811,0,3,male,26.0,0,0,7.8875,S
811,812,0,3,male,39.0,0,0,24.15,S
812,813,0,2,male,35.0,0,0,10.5,S
813,814,0,3,female,6.0,4,2,31.275,S
814,815,0,3,male,30.5,0,0,8.05,S
815,816,0,1,male,28.0,0,0,0.0,S
816,817,0,3,female,23.0,0,0,7.925,S
817,818,0,2,male,31.0,1,1,37.0042,C
818,819,0,3,male,43.0,0,0,6.45,S
819,820,0,3,male,10.0,3,2,27.9,S
820,821,1,1,female,52.0,1,1,93.5,S
821,822,1,3,male,27.0,0,0,8.6625,S
822,823,0,1,male,38.0,0,0,0.0,S
823,824,1,3,female,27.0,0,1,12.475,S
824,825,0,3,male,2.0,4,1,39.6875,S
825,826,0,3,male,28.0,0,0,6.95,Q
826,827,0,3,male,28.0,0,0,56.4958,S
827,828,1,2,male,1.0,0,2,37.0042,C
828,829,1,3,male,28.0,0,0,7.75,Q
829,830,1,1,female,62.0,0,0,80.0,S
830,831,1,3,female,15.0,1,0,14.4542,C
831,832,1,2,male,0.83,1,1,18.75,S
832,833,0,3,male,28.0,0,0,7.2292,C
833,834,0,3,male,23.0,0,0,7.8542,S
834,835,0,3,male,18.0,0,0,8.3,S
835,836,1,1,female,39.0,1,1,83.1583,C
836,837,0,3,male,21.0,0,0,8.6625,S
837,838,0,3,male,28.0,0,0,8.05,S
838,839,1,3,male,32.0,0,0,56.4958,S
839,840,1,1,male,28.0,0,0,29.7,C
840,841,0,3,male,20.0,0,0,7.925,S
841,842,0,2,male,16.0,0,0,10.5,S
842,843,1,1,female,30.0,0,0,31.0,C
843,844,0,3,male,34.5,0,0,6.4375,C
844,845,0,3,male,17.0,0,0,8.6625,S
845,846,0,3,male,42.0,0,0,7.55,S
846,847,0,3,male,28.0,8,2,69.55,S
847,848,0,3,male,35.0,0,0,7.8958,C
848,849,0,2,male,28.0,0,1,33.0,S
849,850,1,1,female,28.0,1,0,89.1042,C
850,851,0,3,male,4.0,4,2,31.275,S
851,852,0,3,male,74.0,0,0,7.775,S
852,853,0,3,female,9.0,1,1,15.2458,C
853,854,1,1,female,16.0,0,1,39.4,S
854,855,0,2,female,44.0,1,0,26.0,S
855,856,1,3,female,18.0,0,1,9.35,S
856,857,1,1,female,45.0,1,1,164.8667,S
857,858,1,1,male,51.0,0,0,26.55,S
858,859,1,3,female,24.0,0,3,19.2583,C
859,860,0,3,male,28.0,0,0,7.2292,C
860,861,0,3,male,41.0,2,0,14.1083,S
861,862,0,2,male,21.0,1,0,11.5,S
862,863,1,1,female,48.0,0,0,25.9292,S
863,864,0,3,female,28.0,8,2,69.55,S
864,865,0,2,male,24.0,0,0,13.0,S
865,866,1,2,female,42.0,0,0,13.0,S
866,867,1,2,female,27.0,1,0,13.8583,C
867,868,0,1,male,31.0,0,0,50.4958,S
868,869,0,3,male,28.0,0,0,9.5,S
869,870,1,3,male,4.0,1,1,11.1333,S
870,871,0,3,male,26.0,0,0,7.8958,S
871,872,1,1,female,47.0,1,1,52.5542,S
872,873,0,1,male,33.0,0,0,5.0,S
873,874,0,3,male,47.0,0,0,9.0,S
874,875,1,2,female,28.0,1,0,24.0,C
875,876,1,3,female,15.0,0,0,7.225,C
876,877,0,3,male,20.0,0,0,9.8458,S
877,878,0,3,male,19.0,0,0,7.8958,S
878,879,0,3,male,28.0,0,0,7.8958,S
879,880,1,1,female,56.0,0,1,83.1583,C
880,881,1,2,female,25.0,0,1,26.0,S
881,882,0,3,male,33.0,0,0,7.8958,S
882,883,0,3,female,22.0,0,0,10.5167,S
883,884,0,2,male,28.0,0,0,10.5,S
884,885,0,3,male,25.0,0,0,7.05,S
885,886,0,3,female,39.0,0,5,29.125,Q
886,887,0,2,male,27.0,0,0,13.0,S
887,888,1,1,female,19.0,0,0,30.0,S
888,889,0,3,female,28.0,1,2,23.45,S
889,890,1,1,male,26.0,0,0,30.0,C
890,891,0,3,male,32.0,0,0,7.75,Q
